success,cet_oapr,english,reading,science,quantitative,abstract,shs_gpa,program,sex,strand,class_rank,academic_awards,classroom_org,school_org,fathers_education,fathers_employment,mothers_education,mothers_employment,income,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,laptop,internet
1,73.34,89.71,48.4,44.12,34.54,53.29,92,BS Computer Science,Female,ABM/BAM,Top 10,With Honor,None,None,"High school graduate, diploma or the equivalent",Retired,"Some college credit, no degree","Not Applicable (no work, not known, etc.)","Below P10,000",Neutral,Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Neutral,Neutral,Agree,Agree,Disagree,Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Neutral,Sometimes,Seldom,Seldom,Seldom,Sometimes,Seldom,Often/Always,Often/Always,Often/Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Seldom,Often/Always,Sometimes,Sometimes,Sometimes,Often/Always,Often/Always,Sometimes,Research online,More than 3 hours but less than 4 hours/day,More than 1 hour but less than 2 hours/day,Yes,Pre-paid plan(Limited Data Subscription)
1,72.43,66.01,71.99,36.55,75.28,87.72,89,BS Computer Science,Female,HUMSS,None,None,None,None,Nursery school to 8th grade,"Not employed, not looking for work","High school graduate, diploma or the equivalent","Not employed, looking for work",Prefer not to say,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Often/Always,Seldom,Never,Often/Always,Sometimes,Often/Always,Often/Always,Often/Always,Sometimes,Sometimes,Sometimes,Often/Always,Sometimes,Sometimes,Often/Always,Often/Always,Often/Always,Often/Always,Sometimes,Often/Always,Often/Always,Often/Always,Often/Always,Sometimes,Ask my teachers at school,More than 30 min. but less than 1 hour/day,I don’t study.,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
0,84.88,78.85,77.12,72.66,89.31,87.72,87.889,BS Information Technology,Male,STEM,None,None,None,None,Bachelor’s degree,"Employed, working 40 hours or more per week (fulltime)",Bachelor’s degree,"Employed, working 40 hours or more per week (fulltime)",Prefer not to say,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral,Sometimes,Seldom,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Seldom,Sometimes,Sometimes,Seldom,Seldom,Sometimes,Seldom,Sometimes,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Research online,More than 4 hours/day,More than 2 hours but less than 3 hours/day,Planning to purchase,Pre-paid plan(Limited Data Subscription)
1,81.43,80.58,82.26,85.06,63.45,53.29,87.5,BS Computer Science,Female,STEM,None,None,PIO,None,No schooling completed,"Employed, working 40 hours or more per week (fulltime)","High school graduate, diploma or the equivalent","Not Applicable (no work, not known, etc.)","Below P10,000",Neutral,Agree,Strongly Agree,Agree,Neutral,Disagree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Neutral,Disagree,Strongly Agree,Neutral,Strongly Agree,Neutral,Disagree,Strongly Disagree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Sometimes,Sometimes,Sometimes,Seldom,Often/Always,Never,Seldom,Often/Always,Often/Always,Seldom,Often/Always,Sometimes,Seldom,Seldom,Often/Always,Seldom,Often/Always,Often/Always,Sometimes,Often/Always,Seldom,Seldom,Sometimes,Sometimes,Ask my teachers at school,More than 2 hours but less than 3 hours/day,More than 1 hour but less than 2 hours/day,Yes,Pre-paid plan(Limited Data Subscription)
0,93.22,93.41,48.4,93.41,92.22,95.65,89.5,BS Information Technology,Female,TVL-ICT,Top 5,High Honor,None,None,No schooling completed,"Self-employed (doing business, etc.)","Some college credit, no degree","Self-employed (doing business, etc.)","P10,000 to P20,000",Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Neutral,Disagree,Neutral,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Seldom,Sometimes,Sometimes,Often/Always,Often/Always,Seldom,Sometimes,Often/Always,Seldom,Seldom,Sometimes,Sometimes,Often/Always,Never,Often/Always,Sometimes,Sometimes,Seldom,Sometimes,Seldom,Sometimes,Seldom,Often/Always,Sometimes,Research online,Up to 30 minutes/day,Up to 30 minutes/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
1,76.98,80.58,82.26,59.25,63.45,53.29,89.5,BS Computer Science,Female,HUMSS,Top 20,With Honor,None,None,No schooling completed,"Not Applicable (no work, not known, etc.)",No schooling completed,"Not Applicable (no work, not known, etc.)",Prefer not to say,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Strongly Agree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often/Always,Sometimes,Sometimes,Sometimes,Seldom,Seldom,Often/Always,Often/Always,Sometimes,Often/Always,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Often/Always,Sometimes,Sometimes,Never,Research online,More than 1 hour but less than 2 hours/day,More than 4 hours/day,No,Pre-paid plan(Limited Data Subscription)
1,83.5,82.02,87.4,80.93,63.45,72.9,94,BS Computer Science,Female,STEM,None,None,None,None,"Not Applicable (no work, not known, etc.)","Not Applicable (no work, not known, etc.)",Bachelor’s degree,"Self-employed (doing business, etc.)","P10,000 to P20,000",Agree,Agree,Strongly Agree,Neutral,Neutral,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Often/Always,Sometimes,Seldom,Sometimes,Often/Always,Often/Always,Often/Always,Sometimes,Often/Always,Sometimes,Seldom,Often/Always,Seldom,Seldom,Sometimes,Seldom,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Sometimes,Research online,More than 2 hours but less than 3 hours/day,More than 2 hours but less than 3 hours/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
1,87.64,92.71,90.94,66.81,24.91,87.72,91,BS Computer Science,Female,ABM/BAM,Top 20,With Honor,None,None,Bachelor’s degree,"Employed, working 40 hours or more per week (fulltime)",Bachelor’s degree,"Not employed, not looking for work","P20,000 to P50,000",Neutral,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Neutral,Agree,Neutral,Agree,Sometimes,Seldom,Seldom,Seldom,Sometimes,Seldom,Sometimes,Often/Always,Often/Always,Sometimes,Seldom,Sometimes,Sometimes,Seldom,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Ask my friends,More than 2 hours but less than 3 hours/day,More than 30 min. but less than 1 hour/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
1,66.95,66.01,48.4,85.06,63.45,33.69,92,BS Computer Science,Male,STEM,Top 20,With Honor,None,Grade Level Representative,No schooling completed,"Employed, working 1 to 39 hours or more per week (part-time)","Some high school, no diploma","Not employed, looking for work","P10,000 to P20,000",Neutral,Agree,Disagree,Strongly Agree,Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often/Always,Sometimes,Often/Always,Often/Always,Often/Always,Sometimes,Sometimes,Sometimes,Often/Always,Sometimes,Seldom,Sometimes,Often/Always,Often/Always,Sometimes,Sometimes,Sometimes,Often/Always,Often/Always,Ask my friends,Up to 30 minutes/day,Up to 30 minutes/day,No,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
1,76.07,68.5,71.99,66.81,79.96,79.78,91,BS Computer Science,Male,TVL-ICT,Top 5,With Honor,None,None,No schooling completed,"Self-employed (doing business, etc.)",No schooling completed,"Self-employed (doing business, etc.)","Below P10,000",Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Sometimes,Sometimes,Sometimes,Often/Always,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Often/Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Ask my friends,More than 30 min. but less than 1 hour/day,More than 30 min. but less than 1 hour/day,Planning to purchase,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
0,60.09,41.05,77.12,80.93,75.28,13.13,95.21,BS Computer Science,Female,GAS,Top 20,With Honor,None,None,No schooling completed,"Employed, working 40 hours or more per week (fulltime)",No schooling completed,"Self-employed (doing business, etc.)","Below P10,000",Neutral,Neutral,Disagree,Strongly Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Neutral,Disagree,Neutral,Neutral,Disagree,Strongly Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Sometimes,Sometimes,Sometimes,Seldom,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Seldom,Seldom,Sometimes,Sometimes,Seldom,Sometimes,Never,Seldom,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Ask my friends,More than 3 hours but less than 4 hours/day,More than 4 hours/day,Planning to purchase,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
0,54.31,49.95,42.05,44.12,70.61,63.1,82.665,BS Computer Science,Male,STEM,None,None,None,None,"High school graduate, diploma or the equivalent","Employed, working 40 hours or more per week (fulltime)",Bachelor’s degree,"Employed, working 40 hours or more per week (fulltime)","P10,000 to P20,000",Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Ask my friends,Up to 30 minutes/day,Up to 30 minutes/day,No,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
1,76.98,83.47,66.85,51.68,79.96,43.49,89.5,BS Computer Science,Female,ABM/BAM,Top 20,With Honor,Treasurer,None,Bachelor’s degree,"Employed, working 1 to 39 hours or more per week (part-time)",Bachelor’s degree,"Self-employed (doing business, etc.)","P10,000 to P20,000",Neutral,Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Disagree,Strongly Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Sometimes,Never,Seldom,Often/Always,Seldom,Sometimes,Sometimes,Often/Always,Often/Always,Sometimes,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Often/Always,Sometimes,Sometimes,Often/Always,Sometimes,Often/Always,Often/Always,Sometimes,Sometimes,Research from reference books on my own,More than 4 hours/day,More than 4 hours/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
0,65.83,68.5,66.85,44.12,63.45,53.29,87.445,BS Computer Science,Male,STEM,None,None,PIO,None,"Some college credit, no degree","Self-employed (doing business, etc.)","High school graduate, diploma or the equivalent","Not employed, not looking for work","Below P10,000",Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Sometimes,Often/Always,Never,Often/Always,Seldom,Seldom,Often/Always,Often/Always,Seldom,Sometimes,Never,Seldom,Often/Always,Sometimes,Often/Always,Often/Always,Often/Always,Often/Always,Sometimes,Often/Always,Often/Always,Seldom,Often/Always,Often/Always,Ask my teachers at school,More than 1 hour but less than 2 hours/day,More than 1 hour but less than 2 hours/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
1,79.72,86.35,71.99,80.93,44.18,43.49,86,BS Computer Science,Male,TVL-ICT,None,None,None,None,Bachelor’s degree,"Employed, working 40 hours or more per week (fulltime)","Not Applicable (no work, not known, etc.)","Not employed, not looking for work",Prefer not to say,Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Strongly Disagree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Neutral,Disagree,Agree,Neutral,Disagree,Agree,Agree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Seldom,Sometimes,Sometimes,Seldom,Sometimes,Seldom,Often/Always,Often/Always,Often/Always,Sometimes,Sometimes,Sometimes,Never,Seldom,Sometimes,Seldom,Seldom,Often/Always,Sometimes,Often/Always,Often/Always,Often/Always,Often/Always,Often/Always,Ask my teachers at school,Up to 30 minutes/day,More than 30 min. but less than 1 hour/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
1,91.56,91.83,99.77,80.93,79.96,33.69,94,BS Computer Science,Male,HUMSS,Top 5,With Honor,Treasurer,None,"High school graduate, diploma or the equivalent","Not Applicable (no work, not known, etc.)",Bachelor’s degree,"Employed, working 40 hours or more per week (fulltime)","P10,000 to P20,000",Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Often/Always,Never,Seldom,Sometimes,Seldom,Sometimes,Often/Always,Often/Always,Often/Always,Sometimes,Sometimes,Often/Always,Seldom,Seldom,Never,Sometimes,Sometimes,Often/Always,Seldom,Seldom,Often/Always,Often/Always,Sometimes,Seldom,Research from reference books on my own,More than 30 min. but less than 1 hour/day,More than 3 hours but less than 4 hours/day,Yes,"Post-paid plan(Unlimited Data Subscription to PLDT, GLOBE, SMART, Sky, etc.)"
1,,,,,,,95,BS Computer Science,Female,TVL-ICT,Top 5,High Honor,President,Grade Level Representative,Bachelor’s degree,"Employed, working 40 hours or more per week (fulltime)",Bachelor’s degree,"Employed, working 40 hours or more per week (fulltime)","P20,000 to P50,000",Agree,Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Sometimes,Never,Seldom,Seldom,Seldom,Seldom,Often/Always,Often/Always,Sometimes,Often/Always,Often/Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Sometimes,Often/Always,Often/Always,Sometimes,Research from reference books on my own,More than 1 hour but less than 2 hours/day,More than 2 hours but less than 3 hours/day,Yes,Pre-paid plan(Limited Data Subscription)
1,76.98,83.47,66.85,59.25,53.82,72.9,84.5,BS Computer Science,Female,TVL-ICT,Top 10,None,None,None,Trade/technical/vocational training,"Employed, working 1 to 39 hours or more per week (part-time)","Some college credit, no degree","Not employed, looking for work","Below P10,000",Neutral,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,Neutral,Sometimes,Seldom,Sometimes,Sometimes,Seldom,Never,Sometimes,Often/Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often/Always,Sometimes,Research online,More than 2 hours but less than 3 hours/day,More than 1 hour but less than 2 hours/day,Yes,Pre-paid plan(Limited Data Subscription)
1,72.43,68.5,77.12,72.66,24.91,83.75,90,BS Computer Science,Male,TVL-ICT,Top 5,With Honor,President,None,Trade/technical/vocational training,"Self-employed (doing business, etc.)","High school graduate, diploma or the equivalent","Self-employed (doing business, etc.)","Below P10,000",Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Sometimes,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Often/Always,Often/Always,Often/Always,Sometimes,Sometimes,Often/Always,Often/Always,Sometimes,Sometimes,Seldom,Sometimes,Often/Always,Often/Always,Often/Always,Sometimes,Often/Always,Often/Always,Sometimes,Ask my teachers at school,More than 1 hour but less than 2 hours/day,More than 30 min. but less than 1 hour/day,Yes,Pre-paid plan(Limited Data Subscription)
